,GENE_ID,GENE,Chr
60901,ENSG00000202429,RNU4-48P,2
60902,ENSG00000272789,,2
60903,ENSG00000231560,CLEC12A-AS1,12
60904,ENSG00000172071,EIF2AK3,2
60905,ENSG00000172322,CLEC12A,12
60906,ENSG00000105327,BBC3,19
60907,ENSG00000207139,,1
60908,ENSG00000213046,EEF1A1P32,1
60909,ENSG00000235582,,1
60910,ENSG00000168137,SETD5,3
60911,ENSG00000233040,FAM204BP,1
60912,ENSG00000224901,,1
60913,ENSG00000277161,PIGW,17
60914,ENSG00000265134,MIR3190,19
60915,ENSG00000284411,MIR3191,19
60916,ENSG00000286669,,19
60917,ENSG00000105321,CCDC9,19
60918,ENSG00000278311,GGNBP2,17
60919,ENSG00000134376,CRB1,1
60920,ENSG00000072609,CHFR,12
60921,ENSG00000257704,INAFM1,19
60922,ENSG00000267858,MZF1-AS1,19
60923,ENSG00000226696,LENG8-AS1,19
60924,ENSG00000274756,,17
60925,ENSG00000278535,DHRS11,17
60926,ENSG00000267530,LINC01836,19
60927,ENSG00000160877,NACC1,19
60928,ENSG00000099341,PSMD8,19
60929,ENSG00000188452,CERKL,2
60930,ENSG00000278619,MRM1,17
60931,ENSG00000288748,,17
60932,ENSG00000179136,LINC00670,17
60933,ENSG00000065000,AP3D1,19
60934,ENSG00000167895,TMC8,17
60935,ENSG00000117400,MPL,1
60936,ENSG00000287113,,1
60937,ENSG00000117399,CDC20,1
60938,ENSG00000266885,,17
60939,ENSG00000283879,MTND6P35,17
60940,ENSG00000266529,MTCYBP13,17
60941,ENSG00000243655,,17
60942,ENSG00000162992,NEUROD1,2
60943,ENSG00000264168,MTND1P15,17
60944,ENSG00000263914,MTND2P13,17
60945,ENSG00000240103,,17
60946,ENSG00000241225,NMTRS-TGA3-1,17
60947,ENSG00000263483,MTATP6P3,17
60948,ENSG00000264316,MTCO3P13,17
60949,ENSG00000284300,,17
60950,ENSG00000284328,,17
60951,ENSG00000284263,,17
60952,ENSG00000136488,CSH1,17
60953,ENSG00000232888,RPS11P5,12
60954,ENSG00000144591,GMPPA,2
60955,ENSG00000252079,RNU6-327P,12
60956,ENSG00000278949,,12
60957,ENSG00000236617,CHFR-DT,12
60958,ENSG00000255703,,12
60959,ENSG00000250790,,12
60960,ENSG00000196458,ZNF605,12
60961,ENSG00000256563,NANOGNBP2,12
60962,ENSG00000007312,CD79B,17
60963,ENSG00000198393,ZNF26,12
60964,ENSG00000066322,ELOVL1,1
60965,ENSG00000252269,RNU4ATAC12P,12
60966,ENSG00000255807,PTP4A1P2,12
60967,ENSG00000198040,ZNF84,12
60968,ENSG00000007216,SLC13A2,17
60969,ENSG00000289116,,11
60970,ENSG00000288788,,11
60971,ENSG00000215841,,11
60972,ENSG00000289631,,11
60973,ENSG00000289465,,11
60974,ENSG00000204241,LINC02731,11
60975,ENSG00000289232,,11
60976,ENSG00000289625,IUR1,11
60977,ENSG00000279466,,12
60978,ENSG00000255521,CD44-DT,11
60979,ENSG00000279817,,12
60980,ENSG00000285870,,12
60981,ENSG00000246331,,12
60982,ENSG00000234371,RPSAP31,3
60983,ENSG00000235884,LINC00941,12
60984,ENSG00000258118,PPIAP44,12
60985,ENSG00000231698,,11
60986,ENSG00000263932,MIR4448,3
60987,ENSG00000233441,CYP2AB1P,3
60988,ENSG00000256232,LINC02387,12
60989,ENSG00000283256,,12
60990,ENSG00000254453,NAV2-AS2,11
60991,ENSG00000289343,,11
60992,ENSG00000170456,DENND5B,12
60993,ENSG00000150676,CCDC83,11
60994,ENSG00000114770,ABCC5,3
60995,ENSG00000130812,ANGPTL6,19
60996,ENSG00000109101,FOXN1,17
60997,ENSG00000104856,RELB,19
60998,ENSG00000141499,WRAP53,17
60999,ENSG00000283836,MIR6734,1
61000,ENSG00000159479,MED8,1
61001,ENSG00000255005,,11
61002,ENSG00000172845,SP3,2
61003,ENSG00000137501,SYTL2,11
61004,ENSG00000104859,CLASRP,19
61005,ENSG00000229431,MED8-AS1,1
61006,ENSG00000200388,RNU6-618P,12
61007,ENSG00000275769,,12
61008,ENSG00000203437,,12
61009,ENSG00000256159,,12
61010,ENSG00000201228,,12
61011,ENSG00000225349,ANKRD49P2,12
61012,ENSG00000255867,DENND5B-AS1,12
61013,ENSG00000252390,RNU5F-4P,12
61014,ENSG00000231788,RPL31P50,12
61015,ENSG00000233381,AK4P3,12
61016,ENSG00000116337,AMPD2,1
61017,ENSG00000030419,IKZF2,2
61018,ENSG00000090615,GOLGA3,12
61019,ENSG00000266074,BAHCC1,17
61020,ENSG00000289140,,17
61021,ENSG00000289182,,17
61022,ENSG00000141524,TMC6,17
61023,ENSG00000207003,RNU6-611P,19
61024,ENSG00000170684,ZNF296,19
61025,ENSG00000267348,GEMIN7-AS1,19
61026,ENSG00000142252,GEMIN7,19
61027,ENSG00000144407,PTH2R,2
61028,ENSG00000267346,EIF5AP3,19
61029,ENSG00000104946,TBC1D17,19
61030,ENSG00000223882,ABCC5-AS1,3
61031,ENSG00000223529,EEF1A1P8,3
61032,ENSG00000186090,HTR3D,3
61033,ENSG00000288702,UGT1A3,2
61034,ENSG00000106086,PLEKHA8,7
61035,ENSG00000071575,TRIB2,2
61036,ENSG00000242366,UGT1A8,2
61037,ENSG00000066279,ASPM,1
61038,ENSG00000161202,DVL3,3
61039,ENSG00000288705,UGT1A5,2
61040,ENSG00000213024,NUP62,19
61041,ENSG00000188886,ASTL,2
61042,ENSG00000173757,STAT5B,17
61043,ENSG00000244122,UGT1A7,2
61044,ENSG00000233087,RAB6D,2
61045,ENSG00000239855,IGKV1-6,2
61046,ENSG00000243063,IGKV3-7,2
61047,ENSG00000240671,IGKV1-8,2
61048,ENSG00000283618,,7
61049,ENSG00000161203,AP2M1,3
61050,ENSG00000286847,,7
61051,ENSG00000241755,IGKV1-9,2
61052,ENSG00000180354,MTURN,7
61053,ENSG00000253278,IGKV2-10,2
61054,ENSG00000241351,IGKV3-11,2
61055,ENSG00000243290,IGKV1-12,2
61056,ENSG00000253497,IGKV1-13,2
61057,ENSG00000253265,IGKV2-14,2
61058,ENSG00000230751,,7
61059,ENSG00000244437,IGKV3-15,2
61060,ENSG00000251660,,7
61061,ENSG00000225907,RPS27P16,7
61062,ENSG00000240864,IGKV1-16,2
61063,ENSG00000161652,IZUMO2,19
61064,ENSG00000227017,,7
61065,ENSG00000179562,GCC1,7
61066,ENSG00000240382,IGKV1-17,2
61067,ENSG00000254157,IGKV2-18,2
61068,ENSG00000253732,IGKV2-19,2
61069,ENSG00000239951,IGKV3-20,2
61070,ENSG00000201239,,17
61071,ENSG00000211611,IGKV6-21,2
61072,ENSG00000141564,RPTOR,17
61073,ENSG00000253578,IGKV1-22,2
61074,ENSG00000253625,IGKV2-23,2
61075,ENSG00000004059,ARF5,7
61076,ENSG00000241294,IGKV2-24,2
61077,ENSG00000253202,IGKV3-25,2
61078,ENSG00000254098,IGKV2-26,2
61079,ENSG00000277852,,2
61080,ENSG00000244575,IGKV1-27,2
61081,ENSG00000276002,,19
61082,ENSG00000244116,IGKV2-28,2
61083,ENSG00000063244,U2AF2,19
61084,ENSG00000253998,IGKV2-29,2
61085,ENSG00000243238,IGKV2-30,2
61086,ENSG00000253158,IGKV3-31,2
61087,ENSG00000253870,IGKV1-32,2
61088,ENSG00000242076,IGKV1-33,2
61089,ENSG00000253860,IGKV3-34,2
61090,ENSG00000253461,IGKV1-35,2
61091,ENSG00000253487,IGKV2-36,2
61092,ENSG00000239862,IGKV1-37,2
61093,ENSG00000253592,IGKV2-38,2
61094,ENSG00000242371,IGKV1-39,2
61095,ENSG00000273962,IGKV2-40,2
61096,ENSG00000283427,,2
61097,ENSG00000276861,,2
61098,ENSG00000283132,KMT2CP4,2
61099,ENSG00000283214,,2
61100,ENSG00000283659,,2
61101,ENSG00000251039,IGKV2D-40,2
61102,ENSG00000251546,IGKV1D-39,2
61103,ENSG00000254009,IGKV2D-38,2
61104,ENSG00000250036,IGKV1D-37,2
61105,ENSG00000253127,IGKV2D-36,2
61106,ENSG00000232747,IGKV1D-35,2
61107,ENSG00000224727,FCF1P7,1
61108,ENSG00000253501,IGKV3D-34,2
61109,ENSG00000265201,MIR4677,1
61110,ENSG00000239975,IGKV1D-33,2
61111,ENSG00000236031,,1
61112,ENSG00000253191,IGKV1D-32,2
61113,ENSG00000226766,FABP7P1,1
61114,ENSG00000232184,,1
61115,ENSG00000253999,IGKV3D-31,2
61116,ENSG00000228939,AKT3-IT1,1
61117,ENSG00000239571,IGKV2D-30,2
61118,ENSG00000243264,IGKV2D-29,2
61119,ENSG00000130758,MAP3K10,19
61120,ENSG00000242534,IGKV2D-28,2
61121,ENSG00000224607,IGKV1D-27,2
61122,ENSG00000211623,IGKV2D-26,2
61123,ENSG00000254097,IGKV3D-25,2
61124,ENSG00000241566,IGKV2D-24,2
61125,ENSG00000254345,IGKV2D-23,2
61126,ENSG00000253365,IGKV1D-22,2
61127,ENSG00000225523,IGKV6D-21,2
61128,ENSG00000106328,FSCN3,7
61129,ENSG00000117020,AKT3,1
61130,ENSG00000211625,IGKV3D-20,2
61131,ENSG00000253765,IGKV2D-19,2
61132,ENSG00000254220,IGKV2D-18,2
61133,ENSG00000211626,IGKV6D-41,2
61134,ENSG00000242766,IGKV1D-17,2
61135,ENSG00000241244,IGKV1D-16,2
61136,ENSG00000224041,IGKV3D-15,2
61137,ENSG00000254292,IGKV2D-14,2
61138,ENSG00000174521,TTC9B,19
61139,ENSG00000276566,IGKV1D-13,2
61140,ENSG00000278857,IGKV1D-12,2
61141,ENSG00000106331,PAX4,7
61142,ENSG00000211632,IGKV3D-11,2
61143,ENSG00000105219,CCNP,19
61144,ENSG00000253906,IGKV2D-10,2
61145,ENSG00000211633,IGKV1D-42,2
61146,ENSG00000242580,IGKV1D-43,2
61147,ENSG00000239819,IGKV1D-8,2
61148,ENSG00000270141,TERC,3
61149,ENSG00000277925,,3
61150,ENSG00000184378,ACTRT3,3
61151,ENSG00000228325,IGKV3D-7,2
61152,ENSG00000275490,,2
61153,ENSG00000269889,,3
61154,ENSG00000270999,IGKV1OR2-118,2
61155,ENSG00000265897,,2
61156,ENSG00000281904,,2
61157,ENSG00000085274,MYNN,3
61158,ENSG00000155052,CNTNAP5,2
61159,ENSG00000105221,AKT2,19
61160,ENSG00000240790,SND1-DT,7
61161,ENSG00000269984,,3
61162,ENSG00000171757,LRRC34,3
61163,ENSG00000106348,IMPDH1,7
61164,ENSG00000144426,NBEAL1,2
61165,ENSG00000111344,RASAL1,12
61166,ENSG00000167419,LPO,17
61167,ENSG00000270135,,3
61168,ENSG00000270096,,3
61169,ENSG00000114248,LRRC31,3
61170,ENSG00000123600,METTL8,2
61171,ENSG00000254780,,11
61172,ENSG00000254879,PTPRJ-AS1,11
61173,ENSG00000030066,NUP160,11
61174,ENSG00000240128,KRT18P43,3
61175,ENSG00000187033,SAMD7,3
61176,ENSG00000150722,PPP1R1C,2
61177,ENSG00000286788,,17
61178,ENSG00000005381,MPO,17
61179,ENSG00000244039,FAM20BP1,3
61180,ENSG00000239219,FHL1P1,3
61181,ENSG00000244193,,3
61182,ENSG00000008952,SEC62,3
61183,ENSG00000244617,ASPRV1,2
61184,ENSG00000196228,SULT1C3,2
61185,ENSG00000005379,TSPOAP1,17
61186,ENSG00000125571,IL37,2
61187,ENSG00000198912,C1orf174,1
61188,ENSG00000179912,R3HDM2,12
61189,ENSG00000260460,,1
61190,ENSG00000183856,IQGAP3,1
61191,ENSG00000169967,MAP3K2,2
61192,ENSG00000240373,SEC62-AS1,3
61193,ENSG00000173890,GPR160,3
61194,ENSG00000149428,HYOU1,11
61195,ENSG00000201342,RNU4-38P,3
61196,ENSG00000241449,,7
61197,ENSG00000242583,KMT5AP3,3
61198,ENSG00000188306,LRRIQ4,3
61199,ENSG00000164081,TEX264,3
61200,ENSG00000205041,,19
61201,ENSG00000207631,MIR641,19
61202,ENSG00000206674,RNU6-945P,19
61203,ENSG00000160392,C19orf47,19
61204,ENSG00000144134,RABL2A,2
61205,ENSG00000276538,,7
61206,ENSG00000106526,ACTR3C,7
61207,ENSG00000185633,NDUFA4L2,12
61208,ENSG00000163382,NAXE,1
61209,ENSG00000288063,,3
61210,ENSG00000207281,,19
61211,ENSG00000206925,,19
61212,ENSG00000284353,MIR142,17
61213,ENSG00000201595,RNA5SP132,3
61214,ENSG00000264399,MIR4736,17
61215,ENSG00000279759,,19
61216,ENSG00000185274,GALNT17,7
61217,ENSG00000213246,SUPT4H1,17
61218,ENSG00000164082,GRM2,3
61219,ENSG00000090013,BLVRB,19
61220,ENSG00000139343,SNRPF,12
61221,ENSG00000183542,KLRC4,12
61222,ENSG00000088038,CNOT3,19
61223,ENSG00000265878,MIR3914-1,7
61224,ENSG00000283278,MIR3914-2,7
61225,ENSG00000285897,,17
61226,ENSG00000108375,RNF43,17
61227,ENSG00000105993,DNAJB6,7
61228,ENSG00000135473,PAN2,12
61229,ENSG00000214686,IQCF6,3
61230,ENSG00000230732,,3
61231,ENSG00000084676,NCOA1,2
61232,ENSG00000114503,NCBP2,3
61233,ENSG00000272971,,1
61234,ENSG00000132702,HAPLN2,1
61235,ENSG00000092929,UNC13D,17
61236,ENSG00000272068,BCAN-AS1,1
61237,ENSG00000132692,BCAN,1
61238,ENSG00000225578,NCBP2-AS1,3
61239,ENSG00000270170,NCBP2AS2,3
61240,ENSG00000119227,PIGZ,3
61241,ENSG00000286017,,3
61242,ENSG00000233487,RPSAP69,3
61243,ENSG00000163602,RYBP,3
61244,ENSG00000196428,TSC22D2,3
61245,ENSG00000206384,COL6A6,3
61246,ENSG00000205790,DPP9-AS1,19
61247,ENSG00000287884,,19
61248,ENSG00000207630,MIR7-3,19
61249,ENSG00000289845,,19
61250,ENSG00000253392,,19
61251,ENSG00000284308,C2orf81,2
61252,ENSG00000267147,LINC01842,19
61253,ENSG00000268081,,19
61254,ENSG00000269072,,19
61255,ENSG00000272405,,1
61256,ENSG00000229953,BCAN-AS2,1
61257,ENSG00000267383,,19
61258,ENSG00000132688,NES,1
61259,ENSG00000155744,HYCC2,2
61260,ENSG00000234210,,7
61261,ENSG00000223872,,7
61262,ENSG00000237588,,1
61263,ENSG00000285570,,1
61264,ENSG00000143320,CRABP2,1
61265,ENSG00000225872,TEX14BP,19
61266,ENSG00000233191,,7
61267,ENSG00000280266,,7
61268,ENSG00000155093,PTPRN2,7
61269,ENSG00000273328,,3
61270,ENSG00000223356,,1
61271,ENSG00000273291,,3
61272,ENSG00000143319,ISG20L2,1
61273,ENSG00000286190,,17
61274,ENSG00000282980,,17
61275,ENSG00000288993,,17
61276,ENSG00000178977,LINC00324,17
61277,ENSG00000267339,LINC00906,19
61278,ENSG00000288750,,17
61279,ENSG00000178971,CTC1,17
61280,ENSG00000182983,ZNF662,3
61281,ENSG00000050405,LIMA1,12
61282,ENSG00000143303,METTL25B,1
61283,ENSG00000287742,,2
61284,ENSG00000115718,PROC,2
61285,ENSG00000206552,KRBOX1-AS1,3
61286,ENSG00000232375,,3
61287,ENSG00000227245,,3
61288,ENSG00000289915,,19
61289,ENSG00000285766,,3
61290,ENSG00000289428,,19
61291,ENSG00000289246,,19
61292,ENSG00000163788,SNRK,3
61293,ENSG00000272473,,19
61294,ENSG00000207960,MIR153-2,7
61295,ENSG00000269696,ZNF470-DT,19
61296,ENSG00000222012,,7
61297,ENSG00000231515,,7
61298,ENSG00000233038,PTPRN2-AS1,7
61299,ENSG00000286125,,19
61300,ENSG00000272839,,7
61301,ENSG00000285821,,7
61302,ENSG00000231980,,7
61303,ENSG00000289418,,7
61304,ENSG00000207637,MIR595,7
61305,ENSG00000225365,,7
61306,ENSG00000232715,LINC01022,7
61307,ENSG00000265598,MIR5707,7
61308,ENSG00000224324,THAP5P1,7
61309,ENSG00000198898,CAPZA2,7
61310,ENSG00000241939,RN7SL517P,3
61311,ENSG00000234617,SNRK-AS1,3
61312,ENSG00000251811,,3
61313,ENSG00000143314,MRPL24,1
61314,ENSG00000223916,RPL18AP9,3
61315,ENSG00000144649,GASK1A,3
61316,ENSG00000289297,,19
61317,ENSG00000264075,MIR4783,2
61318,ENSG00000267575,LINC02987,19
61319,ENSG00000072163,LIMS2,2
61320,ENSG00000196639,HRH1,3
61321,ENSG00000170633,RNF34,12
61322,ENSG00000143294,PRCC,1
61323,ENSG00000285906,,3
61324,ENSG00000213964,CHCHD4P4,3
61325,ENSG00000197548,ATG7,3
61326,ENSG00000268119,,19
61327,ENSG00000289985,,19
61328,ENSG00000289543,,19
61329,ENSG00000268038,LINC01785,19
61330,ENSG00000287624,,1
61331,ENSG00000205056,LINC02397,12
61332,ENSG00000027869,SH2D2A,1
61333,ENSG00000267475,NUDT19-DT,19
61334,ENSG00000247363,NUP107-DT,12
61335,ENSG00000213904,LIPE-AS1,19
61336,ENSG00000288954,,12
61337,ENSG00000257242,LINC01619,12
61338,ENSG00000234456,MAGI2-AS3,7
61339,ENSG00000188997,KCTD21,11
61340,ENSG00000290008,,19
61341,ENSG00000277383,,19
61342,ENSG00000267751,BSG-AS1,19
61343,ENSG00000265538,MIR4421,1
61344,ENSG00000275816,MIR6500,1
61345,ENSG00000200262,,1
61346,ENSG00000288837,,19
61347,ENSG00000288744,,12
61348,ENSG00000213478,CFL1P2,1
61349,ENSG00000290058,,19
61350,ENSG00000286351,,12
61351,ENSG00000203356,LINC01562,1
61352,ENSG00000266983,RANBP3-DT,19
61353,ENSG00000123091,RNF11,1
61354,ENSG00000257167,TMPO-AS1,12
61355,ENSG00000118369,USP35,11
61356,ENSG00000283103,,19
61357,ENSG00000289218,,12
61358,ENSG00000257322,,12
61359,ENSG00000233406,,1
61360,ENSG00000236434,,1
61361,ENSG00000289105,,12
61362,ENSG00000261664,TTC39A-AS1,1
61363,ENSG00000243024,,12
61364,ENSG00000268516,ZNF8-DT,19
61365,ENSG00000232027,,1
61366,ENSG00000290068,,19
61367,ENSG00000206595,RNU6-877P,1
61368,ENSG00000238140,,1
61369,ENSG00000290070,,19
61370,ENSG00000289255,,19
61371,ENSG00000252032,RNU6-1281P,1
61372,ENSG00000246363,LINC02458,12
61373,ENSG00000229905,,1
61374,ENSG00000267107,PCAT19,19
61375,ENSG00000237491,LINC01409,1
61376,ENSG00000091592,NLRP1,17
61377,ENSG00000246695,RASSF8-AS1,12
61378,ENSG00000033327,GAB2,11
61379,ENSG00000226621,RPL13AP27,3
61380,ENSG00000235240,,3
61381,ENSG00000270531,CSTBP1,3
61382,ENSG00000144560,VGLL4,3
61383,ENSG00000214293,APTR,7
61384,ENSG00000285268,,1
61385,ENSG00000177757,FAM87B,1
61386,ENSG00000256268,LINC02454,12
61387,ENSG00000288531,,1
61388,ENSG00000230368,FAM41C,1
61389,ENSG00000289344,,12
61390,ENSG00000242779,ZNF702P,19
61391,ENSG00000289174,,12
61392,ENSG00000234711,TUBB8P11,1
61393,ENSG00000256732,,12
61394,ENSG00000283040,,1
61395,ENSG00000273443,,1
61396,ENSG00000237330,RNF223,1
61397,ENSG00000257150,PGAM1P5,12
61398,ENSG00000288538,,11
61399,ENSG00000289319,,12
61400,ENSG00000288853,,11
61401,ENSG00000289046,,12
61402,ENSG00000187391,MAGI2,7
61403,ENSG00000254420,,11
61404,ENSG00000257443,LRIG3-DT,12
61405,ENSG00000288393,ZNF75CP,11
61406,ENSG00000166770,ZNF667-AS1,19
61407,ENSG00000254649,,11
61408,ENSG00000205885,C1RL-AS1,12
61409,ENSG00000251323,LINC02728,11
61410,ENSG00000131591,C1orf159,1
61411,ENSG00000255084,,11
61412,ENSG00000252033,RNU6-311P,11
61413,ENSG00000254697,COPS8P3,11
61414,ENSG00000254563,,11
61415,ENSG00000257261,SLC38A4-AS1,12
61416,ENSG00000167283,ATP5MG,11
61417,ENSG00000176840,MIR7-3HG,19
61418,ENSG00000288941,,12
61419,ENSG00000205791,LOH12CR2,12
61420,ENSG00000250166,C2CD5-AS1,12
61421,ENSG00000289557,,12
61422,ENSG00000289516,,12
61423,ENSG00000289040,,12
61424,ENSG00000289310,,12
61425,ENSG00000289518,,11
61426,ENSG00000289476,,12
61427,ENSG00000289369,,12
61428,ENSG00000289437,,12
61429,ENSG00000289283,,12
61430,ENSG00000288863,,12
61431,ENSG00000247498,GPRC5D-AS1,12
61432,ENSG00000137513,NARS2,11
61433,ENSG00000144230,GPR17,2
61434,ENSG00000255621,,12
61435,ENSG00000243129,,12
61436,ENSG00000111291,GPRC5D,12
61437,ENSG00000139269,INHBE,12
61438,ENSG00000116127,ALMS1,2
61439,ENSG00000110888,CAPRIN2,12
61440,ENSG00000271716,,3
61441,ENSG00000272483,,3
61442,ENSG00000228791,THRB-AS1,3
61443,ENSG00000232677,LINC00665,19
61444,ENSG00000265028,,3
61445,ENSG00000233544,EIF3KP2,3
61446,ENSG00000244404,RN7SL216P,3
61447,ENSG00000201713,RNA5SP125,3
61448,ENSG00000213877,CFL1P7,3
61449,ENSG00000201962,RNA5SP126,3
61450,ENSG00000229421,H3P10,3
61451,ENSG00000285812,,1
61452,ENSG00000223823,LINC01342,1
61453,ENSG00000272141,,1
61454,ENSG00000205231,TTLL10-AS1,1
61455,ENSG00000068024,HDAC4,2
61456,ENSG00000077092,RARB,3
61457,ENSG00000289471,,19
61458,ENSG00000261824,LINC00662,19
61459,ENSG00000085831,TTC39A,1
61460,ENSG00000290871,,7
61461,ENSG00000254810,,11
61462,ENSG00000286095,SPEGNB,2
61463,ENSG00000285591,,2
61464,ENSG00000231083,,2
61465,ENSG00000225642,SNRPEP5,2
61466,ENSG00000158636,EMSY,11
61467,ENSG00000198090,KRTAP4-6,17
61468,ENSG00000115738,ID2,2
61469,ENSG00000278416,PMS2P2,7
61470,ENSG00000266826,IGBP1C,17
61471,ENSG00000212722,KRTAP4-9,17
61472,ENSG00000167747,C19orf48P,19
61473,ENSG00000273513,TBC1D3K,17
61474,ENSG00000291151,,7
61475,ENSG00000240871,KRTAP4-7,17
61476,ENSG00000180042,OR1R1P,17
61477,ENSG00000214518,KRTAP2-2,17
61478,ENSG00000263429,TMEM238L,17
61479,ENSG00000143797,MBOAT2,2
61480,ENSG00000186393,KRT26,17
61481,ENSG00000241241,KRTAP4-16,17
61482,ENSG00000274419,TBC1D3D,17
61483,ENSG00000279529,,19
61484,ENSG00000268061,NAPA-AS1,19
61485,ENSG00000254887,POU2F2-AS1,19
61486,ENSG00000290088,,19
61487,ENSG00000267053,,19
61488,ENSG00000230886,HMGB1P25,2
61489,ENSG00000152049,KCNE4,2
61490,ENSG00000291092,PMS2P3,7
61491,ENSG00000176593,,19
61492,ENSG00000239697,TNFSF12,17
61493,ENSG00000249474,,3
61494,ENSG00000287682,,3
61495,ENSG00000214407,RDUR,3
61496,ENSG00000202177,,3
61497,ENSG00000241280,,3
61498,ENSG00000134313,KIDINS220,2
61499,ENSG00000174173,TRMT10C,3
61500,ENSG00000288830,,19
61501,ENSG00000133657,ATP13A3,3
61502,ENSG00000130816,DNMT1,19
61503,ENSG00000248871,TNFSF12-TNFSF13,17
61504,ENSG00000290099,,7
61505,ENSG00000289938,,7
61506,ENSG00000292271,,7
61507,ENSG00000066923,STAG3,7
61508,ENSG00000108828,VAT1,17
61509,ENSG00000244675,,3
61510,ENSG00000244730,PHF5AP3,3
61511,ENSG00000187492,CDHR4,3
61512,ENSG00000240828,RPL21P4,17
61513,ENSG00000198496,NBR2,17
61514,ENSG00000285057,,17
61515,ENSG00000267681,,17
61516,ENSG00000267002,,17
61517,ENSG00000185614,INKA1,3
61518,ENSG00000182179,UBA7,3
61519,ENSG00000267595,BRCA1P1,17
61520,ENSG00000267340,,17
61521,ENSG00000188554,NBR1,17
61522,ENSG00000283726,MIR5193,3
61523,ENSG00000240801,,11
61524,ENSG00000183763,TRAIP,3
61525,ENSG00000129965,INS-IGF2,11
61526,ENSG00000239794,RN7SL653P,1
61527,ENSG00000207805,MIR483,11
61528,ENSG00000099869,IGF2-AS,11
61529,ENSG00000187634,SAMD11,1
61530,ENSG00000254647,INS,11
61531,ENSG00000184988,TMEM106A,17
61532,ENSG00000180176,TH,11
61533,ENSG00000156875,MFSD14A,1
61534,ENSG00000291122,CASTOR3P,7
61535,ENSG00000111247,RAD51AP1,12
61536,ENSG00000241073,,1
61537,ENSG00000156876,SASS6,1
61538,ENSG00000164076,CAMKV,3
61539,ENSG00000236383,CCDC200,17
61540,ENSG00000226952,,1
61541,ENSG00000137992,DBT,1
61542,ENSG00000292277,,7
61543,ENSG00000274585,RNU2-1,17
61544,ENSG00000275616,,17
61545,ENSG00000273709,,17
61546,ENSG00000274432,,17
61547,ENSG00000278048,,17
61548,ENSG00000276596,,17
61549,ENSG00000277903,,17
61550,ENSG00000278774,,17
61551,ENSG00000274862,,17
61552,ENSG00000274062,,17
61553,ENSG00000274452,,17
61554,ENSG00000275219,,17
61555,ENSG00000278591,,17
61556,ENSG00000291178,,7
61557,ENSG00000225190,PLEKHM1,17
61558,ENSG00000119820,YIPF4,2
61559,ENSG00000271415,RPL23AP90,1
61560,ENSG00000225169,BRI3P1,1
61561,ENSG00000285530,,1
61562,ENSG00000230287,,1
61563,ENSG00000272754,,2
61564,ENSG00000230046,BIRC6-AS1,2
61565,ENSG00000276334,,2
61566,ENSG00000137996,RTCA,1
61567,ENSG00000276517,,2
61568,ENSG00000207653,MIR558,2
61569,ENSG00000274159,,2
61570,ENSG00000279544,,2
61571,ENSG00000018699,TTC27,2
61572,ENSG00000262898,,17
61573,ENSG00000010219,DYRK4,12
61574,ENSG00000215067,ALOX12-AS1,17
61575,ENSG00000207750,MIR553,1
61576,ENSG00000265258,MIR4686,11
61577,ENSG00000183734,ASCL2,11
61578,ENSG00000110665,C11orf21,11
61579,ENSG00000265057,MIR4765,2
61580,ENSG00000264706,RN7SL217P,3
61581,ENSG00000230876,LINC00486,2
61582,ENSG00000234667,ACTL11P,3
61583,ENSG00000064201,TSPAN32,11
61584,ENSG00000164078,MST1R,3
61585,ENSG00000137948,BRDT,1
61586,ENSG00000167107,ACSF2,17
61587,ENSG00000085978,ATG16L1,2
61588,ENSG00000256748,,12
61589,ENSG00000272921,,12
61590,ENSG00000111254,AKAP3,12
61591,ENSG00000290682,,7
61592,ENSG00000256799,,12
61593,ENSG00000256381,,12
61594,ENSG00000139180,NDUFA9,12
61595,ENSG00000106012,IQCE,7
61596,ENSG00000130158,DOCK6,19
61597,ENSG00000207308,RNU6-878P,11
61598,ENSG00000238184,CD81-AS1,11
61599,ENSG00000236264,RPL26P30,11
61600,ENSG00000199550,,11
61601,ENSG00000244313,,11
61602,ENSG00000230698,,3
61603,ENSG00000149091,DGKZ,11
61604,ENSG00000228008,,3
61605,ENSG00000164077,MON1A,3
61606,ENSG00000255639,,12
61607,ENSG00000255474,GAU1,12
61608,ENSG00000130035,GALNT8,12
61609,ENSG00000004534,RBM6,3
61610,ENSG00000256988,,12
61611,ENSG00000151079,KCNA6,12
61612,ENSG00000255608,,12
61613,ENSG00000286866,,12
61614,ENSG00000287835,,12
61615,ENSG00000111262,KCNA1,12
61616,ENSG00000284513,,12
61617,ENSG00000262759,MRPS21P9,17
61618,ENSG00000136457,CHAD,17
61619,ENSG00000177990,DPY19L2,12
61620,ENSG00000275897,,17
61621,ENSG00000136444,RSAD1,17
61622,ENSG00000267082,,19
61623,ENSG00000267174,,19
61624,ENSG00000099617,EFNA2,19
61625,ENSG00000185761,ADAMTSL5,19
61626,ENSG00000121774,KHDRBS1,1
61627,ENSG00000249451,,17
61628,ENSG00000250286,,17
61629,ENSG00000049283,EPN3,17
61630,ENSG00000252010,SCARNA5,2
61631,ENSG00000251791,SCARNA6,2
61632,ENSG00000203325,,1
61633,ENSG00000130561,SAG,2
61634,ENSG00000249753,,12
61635,ENSG00000257005,,12
