MOLTID,TITLE,MOLTNBR,PANELNBR,CELLNBR,pname,cellname,VALUE,STD DEV
MT16022,X-4058,371935,11,1,Prostate,PC-3,0.977,0.183
MT16023,X-4075,371936,11,1,Prostate,PC-3,0.507,0.466
MT16024,X-4096 - possible gamma-glu-gly-leu,371937,11,1,Prostate,PC-3,1.02,0.13
MT16025,X-4116,371938,11,1,Prostate,PC-3,0.178,0
MT16026,X-4133,371939,11,1,Prostate,PC-3,0.807,0.233
MT16027,X-4231,371940,11,1,Prostate,PC-3,0.182,0
MT16028,X-4238,371941,11,1,Prostate,PC-3,1.213,0.224
MT16029,X-4251,371942,11,1,Prostate,PC-3,0.076,0
MT16030,X-4271,371943,11,1,Prostate,PC-3,0.338,0
MT16031,X-4354,371944,11,1,Prostate,PC-3,0.733,0.486
MT16032,X-4362,371945,11,1,Prostate,PC-3,0.374,0.231
MT16033,X-4407,371946,11,1,Prostate,PC-3,0.424,0
MT16034,X-4429,371947,11,1,Prostate,PC-3,0.221,0
MT16035,X-4432,371948,11,1,Prostate,PC-3,0.294,0
MT16036,X-4503,371949,11,1,Prostate,PC-3,0.233,0
MT16037,X-4510,371950,11,1,Prostate,PC-3,0.261,0
MT16038,X-4514,371951,11,1,Prostate,PC-3,0.261,0
MT16039,X-4516,371952,11,1,Prostate,PC-3,0.977,0.213
MT16040,X-4517,371953,11,1,Prostate,PC-3,0.164,0
MT16041,X-4522,371954,11,1,Prostate,PC-3,0.208,0
MT16042,X-4523,371955,11,1,Prostate,PC-3,0.424,0.045
MT16043,X-4567,371956,11,1,Prostate,PC-3,0.465,0
MT16044,X-4593,371957,11,1,Prostate,PC-3,0.653,0.083
MT16045,X-4611,371958,11,1,Prostate,PC-3,0.085,0
MT16046,X-4616 - retired duplicate of 5946,371959,11,1,Prostate,PC-3,0.418,0
MT16047,X-4617,371960,11,1,Prostate,PC-3,0.229,0
MT16048,X-4660,371961,11,1,Prostate,PC-3,0.429,0
MT16049,X-4667,371962,11,1,Prostate,PC-3,0.223,0.015
MT16050,X-4706,371963,11,1,Prostate,PC-3,0.294,0
MT16051,X-4727,371964,11,1,Prostate,PC-3,0.336,0
MT16052,X-4811,371965,11,1,Prostate,PC-3,0.5,0
MT16053,X-4906,371966,11,1,Prostate,PC-3,0.38,0
MT16054,X-5111,371967,11,1,Prostate,PC-3,0.039,0
MT16055,X-5147,371968,11,1,Prostate,PC-3,0.124,0
MT16056,X-5187,371969,11,1,Prostate,PC-3,0.058,0
MT16057,xanthine,371970,11,1,Prostate,PC-3,0.129,0
MT16058,xanthosine,371971,11,1,Prostate,PC-3,0.108,0
MT16059,xylitol,371972,11,1,Prostate,PC-3,1.099,0.012
MT15708,(2-Aminoethyl)phosphonate,371621,11,3,Prostate,DU-145,0.949,0.248
MT15709,(p-Hydroxyphenyl)lactic acid,371622,11,3,Prostate,DU-145,0.455,0.508
MT15710,"2,3-diphospho-D-glyceric acid",371623,11,3,Prostate,DU-145,1.524,0.28
MT15711,2'-deoxyadenosine 5'-diphosphate,371624,11,3,Prostate,DU-145,0.324,0
MT15712,2'-deoxyuridine 5'-triphosphate,371625,11,3,Prostate,DU-145,0.222,0
MT15713,2'-deoxyuridine,371626,11,3,Prostate,DU-145,0.104,0
MT15714,3-hydroxy-3-methylglutarate,371627,11,3,Prostate,DU-145,0.879,0.13
MT15715,3-methyl-L-histidine,371628,11,3,Prostate,DU-145,0.183,0.246
MT15716,3-phospho-d-glycerate,371629,11,3,Prostate,DU-145,1.04,0.213
MT15717,3-phospho-l-serine,371630,11,3,Prostate,DU-145,0.264,0.041
MT15718,4-Guanidinobutanoic acid,371631,11,3,Prostate,DU-145,0.611,0.549
MT15719,"5,6-dihydrouracil",371632,11,3,Prostate,DU-145,0.219,0
MT15720,"5,6-Dimethylbenzimidazole",371633,11,3,Prostate,DU-145,4.197,1.713
MT15721,5-oxoproline,371634,11,3,Prostate,DU-145,0.865,0.233
MT15722,5'-s-methyl-5'-thioadenosine,371635,11,3,Prostate,DU-145,0.086,0
MT15723,6-phosphogluconic acid,371636,11,3,Prostate,DU-145,0.747,0.653
MT15724,acetylphosphate,371637,11,3,Prostate,DU-145,1.015,0.313
MT15725,adenine,371638,11,3,Prostate,DU-145,0.071,0
MT15726,adenosine,371639,11,3,Prostate,DU-145,0.08,0
MT15727,alanine,371640,11,3,Prostate,DU-145,1.087,0.281
MT15728,allantoin,371641,11,3,Prostate,DU-145,0.726,0.019
MT15729,alpha-D-ribose 5-phosphate,371642,11,3,Prostate,DU-145,2.052,0.405
MT15730,alpha-keto-glutarate,371643,11,3,Prostate,DU-145,0.324,0
MT15731,alpha-tocopherol,371644,11,3,Prostate,DU-145,0.811,0.703
MT15732,anthranilic acid,371645,11,3,Prostate,DU-145,1.127,0.311
MT15733,arabinose,371646,11,3,Prostate,DU-145,0.414,0.507
MT15734,arginine,371647,11,3,Prostate,DU-145,1.272,0.369
MT15735,arginino-succinate,371648,11,3,Prostate,DU-145,0.091,0
MT15736,asparagine,371649,11,3,Prostate,DU-145,0.837,0.332
MT15737,aspartate,371650,11,3,Prostate,DU-145,0.556,0.174
MT15738,beta-alanine,371651,11,3,Prostate,DU-145,3.022,1.209
MT15739,beta-hydroxypyruvic acid,371652,11,3,Prostate,DU-145,0.541,0.846
MT15740,beta-nicotinamide adenine dinucleotide,371653,11,3,Prostate,DU-145,0.101,0.031
MT15741,biotin,371654,11,3,Prostate,DU-145,0.326,0.372
MT15742,caffeine,371655,11,3,Prostate,DU-145,0.801,0.458
MT15743,carnitine,371656,11,3,Prostate,DU-145,0.662,0.369
MT15744,cholesterol,371657,11,3,Prostate,DU-145,0.487,0.435
MT15745,citric acid,371658,11,3,Prostate,DU-145,0.915,0.227
MT15746,creatinine,371659,11,3,Prostate,DU-145,0.154,0.036
MT15747,cysteine,371660,11,3,Prostate,DU-145,0.07,0
MT15748,cytidine,371661,11,3,Prostate,DU-145,0.035,0
MT15749,cytidine 5'-monophosphate,371662,11,3,Prostate,DU-145,0.268,0.066
MT15750,D-allose,371663,11,3,Prostate,DU-145,4.465,2.047
MT15751,DL-cystathionine,371664,11,3,Prostate,DU-145,0.808,0.624
MT15752,DL-homocysteine,371665,11,3,Prostate,DU-145,0.098,0
MT15753,D-ribose,371666,11,3,Prostate,DU-145,0.999,0.239
MT15754,erythrose-4-phosphate,371667,11,3,Prostate,DU-145,1.31,0.818
MT15755,ethylmalonic acid,371668,11,3,Prostate,DU-145,0.184,0
MT15756,fumaric acid,371669,11,3,Prostate,DU-145,0.842,0.135
MT15757,gamma-glu-cys,371670,11,3,Prostate,DU-145,0.284,0
MT15758,gamma-L-glutamyl-L-glutamine,371671,11,3,Prostate,DU-145,0.735,0.478
MT15759,gamma-L-glutamyl-L-tyrosine,371672,11,3,Prostate,DU-145,0.398,0.369
MT15760,gluconic acid,371673,11,3,Prostate,DU-145,0.814,0.198
MT15761,glucose-6-phosphate,371674,11,3,Prostate,DU-145,2.705,0.439
MT15762,glutamic acid,371675,11,3,Prostate,DU-145,0.354,0.098
MT15763,glutamine,371676,11,3,Prostate,DU-145,1.029,0.334
MT15764,"glutathione, reduced",371677,11,3,Prostate,DU-145,1.065,0.215
MT15765,glyceraldehyde,371678,11,3,Prostate,DU-145,0.952,0.198
MT15766,glyceric acid,371679,11,3,Prostate,DU-145,0.558,0.211
MT15767,glycerol,371680,11,3,Prostate,DU-145,1.085,0.089
MT15768,glycine,371681,11,3,Prostate,DU-145,0.784,0.274
MT15769,guanine,371682,11,3,Prostate,DU-145,1.672,0.057
MT15770,guanosine,371683,11,3,Prostate,DU-145,2.163,0.274
MT15771,guanosine 5'- monophosphate,371684,11,3,Prostate,DU-145,0.11,0
MT15772,"gulono-1,4-lactone",371685,11,3,Prostate,DU-145,0.383,0.069
MT15773,histidine,371686,11,3,Prostate,DU-145,1.127,0.403
MT15774,homogentisate,371687,11,3,Prostate,DU-145,0.584,0.489
MT15775,hypotaurine,371688,11,3,Prostate,DU-145,0.736,0.245
MT15776,hypoxanthine,371689,11,3,Prostate,DU-145,2.952,0.196
MT15777,inosine,371690,11,3,Prostate,DU-145,2.111,0.26
MT15778,inositol,371691,11,3,Prostate,DU-145,0.832,0.233
MT15779,inositol 1-phosphate,371692,11,3,Prostate,DU-145,1.115,0.432
MT15780,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",371693,11,3,Prostate,DU-145,1.329,0.352
MT15781,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",371694,11,3,Prostate,DU-145,0.905,0.381
MT15782,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",371695,11,3,Prostate,DU-145,2.774,3.546
MT15783,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",371696,11,3,Prostate,DU-145,0.293,0.055
MT15784,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",371697,11,3,Prostate,DU-145,0.684,0.134
MT15785,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",371698,11,3,Prostate,DU-145,0.086,0
MT15786,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",371699,11,3,Prostate,DU-145,1.353,0.729
MT15787,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",371700,11,3,Prostate,DU-145,1.03,0.321
MT15788,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",371701,11,3,Prostate,DU-145,0.526,0.851
MT15789,"Isobar 37 includes mannitol, dulcitol",371702,11,3,Prostate,DU-145,0.621,0.469
MT15790,"Isobar 39 includes N-acetyl-D-glucosamine-6-phosphate, N-acetyl-alpha-D-glucosamine 1-phosphate",371703,11,3,Prostate,DU-145,2.484,0.546
MT15791,"Isobar 4 includes Gluconic acid, DL-arabinose, D-ribose, L-xylose, DL-lyxose, D-xylulose",371704,11,3,Prostate,DU-145,1.17,0.644
MT15792,"Isobar 6 includes valine, betaine",371705,11,3,Prostate,DU-145,1.169,0.226
MT15793,"Isobar 9 includes sucrose, beta-D-lactose, D-trehalose, D-cellobiose, D-Maltose, palatinose, melibiose, alpha-D-lactose",371706,11,3,Prostate,DU-145,1.728,1.145
MT15794,isoleucine,371707,11,3,Prostate,DU-145,0.936,0.252
MT15795,Kynurenic acid,371708,11,3,Prostate,DU-145,0.766,0.468
MT15796,lactate,371709,11,3,Prostate,DU-145,1.204,0.31
MT15797,L-allo-threonine,371710,11,3,Prostate,DU-145,1.159,0.382
MT15798,L-alpha-glycerophosphorylcholine,371711,11,3,Prostate,DU-145,0.408,0.134
MT15799,L-arabitol,371712,11,3,Prostate,DU-145,0.136,0
MT15800,L-beta-imidazolelactic acid,371713,11,3,Prostate,DU-145,0.641,0.442
MT15801,leucine,371714,11,3,Prostate,DU-145,1.037,0.354
MT15802,malic acid,371715,11,3,Prostate,DU-145,0.724,0.042
MT15803,malonic acid,371716,11,3,Prostate,DU-145,1.033,0.242
MT15804,mannose,371717,11,3,Prostate,DU-145,0.196,0.104
MT15805,mannose-6-phosphate,371718,11,3,Prostate,DU-145,2.482,0.548
MT15806,melatonin,371719,11,3,Prostate,DU-145,0.2,0
MT15807,methionine,371720,11,3,Prostate,DU-145,0.957,0.244
MT15808,N(5)-(aminocarbonyl)-L-ornithine,371721,11,3,Prostate,DU-145,0.092,0
MT15809,N('6)-trimethyl-l-lysine,371722,11,3,Prostate,DU-145,0.961,0.108
MT15810,"N,N-dimethylarginine",371723,11,3,Prostate,DU-145,0.351,0.395
MT15811,N-acetyl-D-galactosamine,371724,11,3,Prostate,DU-145,0.06,0
MT15812,N-acetylneuraminic acid,371725,11,3,Prostate,DU-145,11.852,3.103
MT15813,n-dodecanoate,371726,11,3,Prostate,DU-145,1.006,0.455
MT15814,N-formyl-L-methionine,371727,11,3,Prostate,DU-145,0.29,0
MT15815,n-hexadecanoic acid,371728,11,3,Prostate,DU-145,0.907,0.233
MT15816,niacinamide,371729,11,3,Prostate,DU-145,1.975,0.253
MT15817,octopamine,371730,11,3,Prostate,DU-145,0.113,0
MT15818,oleic acid,371731,11,3,Prostate,DU-145,1.312,0.831
MT15819,ornithine,371732,11,3,Prostate,DU-145,1.015,0.052
MT15820,orotidine 5'-phosphate,371733,11,3,Prostate,DU-145,2.362,1.777
MT15821,oxitryptan,371734,11,3,Prostate,DU-145,0.507,0.373
MT15822,palmitoleic acid,371735,11,3,Prostate,DU-145,0.582,0.363
MT15823,pantothenic acid,371736,11,3,Prostate,DU-145,0.176,0.083
MT15824,phenylalanine,371737,11,3,Prostate,DU-145,1.16,0.19
MT15825,phosphate,371738,11,3,Prostate,DU-145,1.051,0.195
MT15826,phosphoenolpyruvate,371739,11,3,Prostate,DU-145,0.776,0.596
MT15827,picolinic acid,371740,11,3,Prostate,DU-145,1.227,0.184
MT15828,porphobilinogen,371741,11,3,Prostate,DU-145,0.252,0
MT15829,Possible Artifact-2336 (RI Ladder),371742,11,3,Prostate,DU-145,0.995,0.032
MT15830,proline,371743,11,3,Prostate,DU-145,0.474,0.096
MT15831,Putrescine,371744,11,3,Prostate,DU-145,0.242,0.221
MT15832,pyridoxal,371745,11,3,Prostate,DU-145,0.481,0
MT15833,pyrophosphate,371746,11,3,Prostate,DU-145,0.181,0.301
MT15834,quinolinic acid,371747,11,3,Prostate,DU-145,0.349,0
MT15835,ribulose-5-phosphate,371748,11,3,Prostate,DU-145,1.39,0.468
MT15836,S-(5'-adenosyl)-L-methionine,371749,11,3,Prostate,DU-145,0.115,0
MT15837,S-adenosyl-l-homocysteine,371750,11,3,Prostate,DU-145,1.248,0.179
MT15838,serine,371751,11,3,Prostate,DU-145,1.447,0.694
MT15839,sn-Glycerol 3-phosphate,371752,11,3,Prostate,DU-145,1.381,0.441
MT15840,sorbitol,371753,11,3,Prostate,DU-145,0.304,0.399
MT15841,Spermidine,371754,11,3,Prostate,DU-145,0.145,0
MT15842,succinate,371755,11,3,Prostate,DU-145,0.125,0
MT15843,tartaric acid,371756,11,3,Prostate,DU-145,0.5,0
MT15844,taurine,371757,11,3,Prostate,DU-145,0.156,0
MT15845,tetradecanoic acid,371758,11,3,Prostate,DU-145,0.719,0.215
MT15846,threonine,371759,11,3,Prostate,DU-145,1.304,0.582
MT15847,trans-11-eicosenoic acid,371760,11,3,Prostate,DU-145,1.381,0.379
MT15848,trans-4-hydroxyproline,371761,11,3,Prostate,DU-145,0.696,0.097
MT15849,trehalose 6-phosphate,371762,11,3,Prostate,DU-145,0.48,0.748
MT15850,tryptophan,371763,11,3,Prostate,DU-145,1.057,0.175
MT15851,tyramine,371764,11,3,Prostate,DU-145,1.609,0.435
MT15852,tyrosine,371765,11,3,Prostate,DU-145,1.257,0.422
MT15853,uracil,371766,11,3,Prostate,DU-145,2.013,0.54
MT15854,urea,371767,11,3,Prostate,DU-145,0.28,0.286
MT15855,uric acid,371768,11,3,Prostate,DU-145,0.637,0.388
MT15856,uridine,371769,11,3,Prostate,DU-145,1.093,0.33
MT15857,uridine diphosphate-N-acetylmuraminic acid,371770,11,3,Prostate,DU-145,0.305,0
MT15858,valine,371771,11,3,Prostate,DU-145,1.209,0.373
MT15859,"X-1085 - possible isolobinine or 4-aminoestra-1,3,5(10)-triene-3,17beta-diol",371772,11,3,Prostate,DU-145,1.436,1.259
MT15860,X-1086,371773,11,3,Prostate,DU-145,0.068,0
MT15861,X-1104,371774,11,3,Prostate,DU-145,0.997,0.135
MT15862,X-1107,371775,11,3,Prostate,DU-145,0.406,0
MT15863,X-1111 - possible methylnitronitrosoguanidine or ethyl thiocarbamoylacetate,371776,11,3,Prostate,DU-145,0.878,0.303
MT15864,X-1113 - possible acetylcarnitine,371777,11,3,Prostate,DU-145,0.473,0.192
MT15865,X-1114,371778,11,3,Prostate,DU-145,0.734,0.667
MT15866,X-1122,371779,11,3,Prostate,DU-145,0.466,0
MT15867,X-1126,371780,11,3,Prostate,DU-145,1.202,0.376
MT15868,X-1129,371781,11,3,Prostate,DU-145,0.469,0.506
MT15869,X-1130,371782,11,3,Prostate,DU-145,0.432,0
MT15870,X-1213,371783,11,3,Prostate,DU-145,0.214,0
MT15871,X-1288,371784,11,3,Prostate,DU-145,0.168,0.245
MT15872,X-1330,371785,11,3,Prostate,DU-145,0.236,0
MT15873,X-1391,371786,11,3,Prostate,DU-145,0.208,0
MT15874,X-1455,371787,11,3,Prostate,DU-145,0.024,0
MT15875,X-1461,371788,11,3,Prostate,DU-145,0.437,0
MT15876,X-1465,371789,11,3,Prostate,DU-145,0.357,0.31
MT15877,X-1468,371790,11,3,Prostate,DU-145,1.307,0.805
MT15878,X-1496,371791,11,3,Prostate,DU-145,1.065,0.35
MT15879,X-1497,371792,11,3,Prostate,DU-145,0.939,0.056
MT15880,X-1498,371793,11,3,Prostate,DU-145,0.733,0.092
MT15881,X-1573,371794,11,3,Prostate,DU-145,0.958,0.935
MT15882,X-1575,371795,11,3,Prostate,DU-145,0.107,0
MT15883,X-1593,371796,11,3,Prostate,DU-145,1.497,0.92
MT15884,X-1595 - possible glutathione metabolite,371797,11,3,Prostate,DU-145,0.598,0.474
MT15885,X-1597,371798,11,3,Prostate,DU-145,1.008,0.233
MT15886,X-1609,371799,11,3,Prostate,DU-145,0.7,0.171
MT15887,X-1612,371800,11,3,Prostate,DU-145,0.239,0
MT15888,X-1616,371801,11,3,Prostate,DU-145,0.81,0.186
MT15889,X-1656,371802,11,3,Prostate,DU-145,1.191,0.097
MT15890,X-1677,371803,11,3,Prostate,DU-145,0.147,0.019
MT15891,X-1713,371804,11,3,Prostate,DU-145,0.606,0.076
MT15892,X-1733,371805,11,3,Prostate,DU-145,0.477,0
MT15893,X-1736 - retired - p-hydroxybenzaldehyde,371806,11,3,Prostate,DU-145,1.104,0.169
MT15894,X-1819,371807,11,3,Prostate,DU-145,0.682,0.213
MT15895,X-1843 - retired pieces of X-7147,371808,11,3,Prostate,DU-145,0.5,0
MT15896,X-2005,371809,11,3,Prostate,DU-145,0.16,0
MT15897,X-2008,371810,11,3,Prostate,DU-145,0.605,0.775
MT15898,X-2011,371811,11,3,Prostate,DU-145,0.249,0.404
MT15899,X-2026,371812,11,3,Prostate,DU-145,0.879,0.795
MT15900,X-2027,371813,11,3,Prostate,DU-145,0.98,0.098
MT15901,X-2041,371814,11,3,Prostate,DU-145,0.836,0.125
MT15902,X-2046,371815,11,3,Prostate,DU-145,1.292,0.872
MT15903,X-2053,371816,11,3,Prostate,DU-145,1.65,1.321
MT15904,X-2064,371817,11,3,Prostate,DU-145,1.422,0.27
MT15905,X-2074,371818,11,3,Prostate,DU-145,0.447,0.462
MT15906,X-2077,371819,11,3,Prostate,DU-145,0.195,0
MT15907,X-2088,371820,11,3,Prostate,DU-145,0.5,0
MT15908,X-2107,371821,11,3,Prostate,DU-145,0.926,0.209
MT15909,X-2108,371822,11,3,Prostate,DU-145,1.243,0.645
MT15910,X-2109,371823,11,3,Prostate,DU-145,0.979,0.188
MT15911,X-2129,371824,11,3,Prostate,DU-145,1.561,1.015
MT15912,X-2136,371825,11,3,Prostate,DU-145,0.174,0
MT15913,X-2138,371826,11,3,Prostate,DU-145,0.381,0
MT15914,X-2139,371827,11,3,Prostate,DU-145,0.094,0
MT15915,X-2177,371828,11,3,Prostate,DU-145,0.185,0
MT15916,X-2185,371829,11,3,Prostate,DU-145,0.457,0.243
MT15917,X-2193,371830,11,3,Prostate,DU-145,0.574,0.42
MT15918,X-2212,371831,11,3,Prostate,DU-145,0.896,0.751
MT15919,X-2255 - hydroxyproline form of bradykinin,371832,11,3,Prostate,DU-145,1.051,0.388
MT15920,X-2269,371833,11,3,Prostate,DU-145,0.326,0
MT15921,X-2272,371834,11,3,Prostate,DU-145,0.214,0
MT15922,X-2292,371835,11,3,Prostate,DU-145,1.221,0.252
MT15923,X-2366,371836,11,3,Prostate,DU-145,0.841,0.18
MT15924,X-2389,371837,11,3,Prostate,DU-145,1.27,1.055
MT15925,X-2594,371838,11,3,Prostate,DU-145,0.22,0
MT15926,X-2688,371839,11,3,Prostate,DU-145,0.288,0.092
MT15927,X-2690,371840,11,3,Prostate,DU-145,0.061,0
MT15928,X-2691,371841,11,3,Prostate,DU-145,0.774,0.591
MT15929,X-2698,371842,11,3,Prostate,DU-145,0.172,0
MT15930,X-2711,371843,11,3,Prostate,DU-145,0.87,0.137
MT15931,X-2724,371844,11,3,Prostate,DU-145,0.215,0
MT15932,X-2725,371845,11,3,Prostate,DU-145,0.052,0
MT15933,X-2726,371846,11,3,Prostate,DU-145,0.913,0.05
MT15934,X-2746,371847,11,3,Prostate,DU-145,0.905,0.434
MT15935,X-2753,371848,11,3,Prostate,DU-145,0.469,0.273
MT15936,X-2757,371849,11,3,Prostate,DU-145,0.519,0.083
MT15937,X-2767,371850,11,3,Prostate,DU-145,0.673,0.791
MT15938,X-2768,371851,11,3,Prostate,DU-145,0.25,0
MT15939,X-2778,371852,11,3,Prostate,DU-145,0.141,0
MT15940,X-2781,371853,11,3,Prostate,DU-145,0.321,0
MT15941,X-2911,371854,11,3,Prostate,DU-145,0.236,0
MT15942,X-3014,371855,11,3,Prostate,DU-145,0.185,0
MT15943,X-3016,371856,11,3,Prostate,DU-145,0.305,0
MT15944,X-3022,371857,11,3,Prostate,DU-145,0.415,0
MT15945,X-3034,371858,11,3,Prostate,DU-145,0.145,0
MT15946,X-3074,371859,11,3,Prostate,DU-145,0.066,0
MT15947,X-3085 = Inositol 2,371860,11,3,Prostate,DU-145,2.591,1.249
MT15948,X-3090,371861,11,3,Prostate,DU-145,0.771,0.612
MT15949,X-3091,371862,11,3,Prostate,DU-145,1.055,0.118
MT15950,X-3094,371863,11,3,Prostate,DU-145,1.017,0.318
MT15951,X-3101,371864,11,3,Prostate,DU-145,1.083,0.221
MT15952,X-3129,371865,11,3,Prostate,DU-145,1.143,0.124
MT15953,X-3138,371866,11,3,Prostate,DU-145,0.552,0.395
MT15954,X-3165,371867,11,3,Prostate,DU-145,1.141,0.559
MT15955,X-3176 - possible creatine,371868,11,3,Prostate,DU-145,0.21,0.026
MT15956,X-3178 - possible NH3 adduct of isobar 42,371869,11,3,Prostate,DU-145,0.825,0.17
MT15957,X-3180,371870,11,3,Prostate,DU-145,0.331,0
MT15958,X-3183 - possible gamma-L-glutamyl-L-phenylalanine,371871,11,3,Prostate,DU-145,0.075,0
MT15959,X-3216,371872,11,3,Prostate,DU-145,2.988,0.585
MT15960,X-3218,371873,11,3,Prostate,DU-145,1.093,0.166
MT15961,X-3234,371874,11,3,Prostate,DU-145,0.438,0
MT15962,X-3303,371875,11,3,Prostate,DU-145,1.033,0.17
MT15963,X-3358,371876,11,3,Prostate,DU-145,0.498,0.235
MT15964,X-3363,371877,11,3,Prostate,DU-145,0.287,0
MT15965,X-3365,371878,11,3,Prostate,DU-145,0.132,0
MT15966,X-3370,371879,11,3,Prostate,DU-145,0.194,0
MT15967,X-3380,371880,11,3,Prostate,DU-145,0.155,0
MT15968,X-3389,371881,11,3,Prostate,DU-145,0.221,0
MT15969,X-3390,371882,11,3,Prostate,DU-145,0.844,0.221
MT15970,X-3394,371883,11,3,Prostate,DU-145,0.264,0
MT15971,X-3400,371884,11,3,Prostate,DU-145,0.329,0
MT15972,X-3405,371885,11,3,Prostate,DU-145,0.425,0.591
MT15973,X-3435,371886,11,3,Prostate,DU-145,0.343,0.222
MT15974,X-3439,371887,11,3,Prostate,DU-145,0.104,0.024
MT15975,X-3450,371888,11,3,Prostate,DU-145,0.853,0.612
MT15976,X-3476,371889,11,3,Prostate,DU-145,0.336,0.263
MT15977,X-3489,371890,11,3,Prostate,DU-145,0.416,0.347
MT15978,X-3493,371891,11,3,Prostate,DU-145,0.497,0.435
MT15979,X-3498,371892,11,3,Prostate,DU-145,0.418,0.559
MT15980,X-3603,371893,11,3,Prostate,DU-145,0.911,0.086
MT15981,X-3658,371894,11,3,Prostate,DU-145,0.486,0
MT15982,X-3668,371895,11,3,Prostate,DU-145,0.349,0
MT15983,X-3697,371896,11,3,Prostate,DU-145,0.448,0
MT15984,X-3698,371897,11,3,Prostate,DU-145,0.991,0.738
MT15985,X-3705,371898,11,3,Prostate,DU-145,0.382,0
MT15986,X-3772,371899,11,3,Prostate,DU-145,0.845,0.195
MT15987,X-3776,371900,11,3,Prostate,DU-145,0.344,0
MT15988,X-3778,371901,11,3,Prostate,DU-145,0.654,0.048
MT15989,X-3802,371902,11,3,Prostate,DU-145,0.445,0.569
MT15990,X-3803,371903,11,3,Prostate,DU-145,0.191,0
MT15991,X-3806,371904,11,3,Prostate,DU-145,0.387,0
MT15992,X-3808,371905,11,3,Prostate,DU-145,0.236,0
MT15993,X-3810,371906,11,3,Prostate,DU-145,0.899,0.094
MT15994,X-3816,371907,11,3,Prostate,DU-145,0.205,0
MT15995,X-3824,371908,11,3,Prostate,DU-145,0.32,0
MT15996,X-3830,371909,11,3,Prostate,DU-145,0.316,0
MT15997,X-3832 - possible phenol sulfate,371910,11,3,Prostate,DU-145,0.218,0
MT15998,X-3833,371911,11,3,Prostate,DU-145,0.611,0.339
MT15999,X-3843,371912,11,3,Prostate,DU-145,0.437,0
MT16000,X-3888,371913,11,3,Prostate,DU-145,0.239,0
MT16001,X-3893,371914,11,3,Prostate,DU-145,0.297,0
MT16002,X-3951,371915,11,3,Prostate,DU-145,0.618,0.472
MT16003,X-3952,371916,11,3,Prostate,DU-145,1.105,0.243
MT16004,X-3955,371917,11,3,Prostate,DU-145,3.09,0.288
MT16005,X-3992 - possible Cl adduct of Formate dimer,371918,11,3,Prostate,DU-145,0.833,0.617
MT16006,X-3994,371919,11,3,Prostate,DU-145,0.98,0.483
MT16007,X-3996,371920,11,3,Prostate,DU-145,1.234,0.808
MT16008,X-3998,371921,11,3,Prostate,DU-145,1.001,0.383
MT16009,X-4003,371922,11,3,Prostate,DU-145,0.647,0.426
MT16010,X-4013,371923,11,3,Prostate,DU-145,0.336,0
MT16011,X-4015,371924,11,3,Prostate,DU-145,0.707,0.044
MT16012,X-4018,371925,11,3,Prostate,DU-145,0.255,0.186
MT16013,X-4019,371926,11,3,Prostate,DU-145,0.897,0.349
MT16014,X-4020,371927,11,3,Prostate,DU-145,0.677,0.329
MT16015,X-4027,371928,11,3,Prostate,DU-145,0.357,0.06
MT16016,X-4030 - possible glutethimide or securinine,371929,11,3,Prostate,DU-145,0.304,0
MT16017,X-4032,371930,11,3,Prostate,DU-145,0.166,0
MT16018,X-4043,371931,11,3,Prostate,DU-145,1.913,0.355
MT16019,X-4046,371932,11,3,Prostate,DU-145,0.578,0.438
MT16020,X-4051,371933,11,3,Prostate,DU-145,0.445,0.279
MT16021,X-4053,371934,11,3,Prostate,DU-145,4.613,2.739
MT16022,X-4058,371935,11,3,Prostate,DU-145,0.639,0.414
MT16023,X-4075,371936,11,3,Prostate,DU-145,0.662,0.574
MT16024,X-4096 - possible gamma-glu-gly-leu,371937,11,3,Prostate,DU-145,0.731,0.086
MT16025,X-4116,371938,11,3,Prostate,DU-145,0.178,0
MT16026,X-4133,371939,11,3,Prostate,DU-145,1.921,0.659
MT16027,X-4231,371940,11,3,Prostate,DU-145,0.182,0
MT16028,X-4238,371941,11,3,Prostate,DU-145,0.526,0.099
MT16029,X-4251,371942,11,3,Prostate,DU-145,1.283,0.403
MT16030,X-4271,371943,11,3,Prostate,DU-145,0.338,0
MT16031,X-4354,371944,11,3,Prostate,DU-145,0.171,0
MT16032,X-4362,371945,11,3,Prostate,DU-145,3.698,1.745
MT16033,X-4407,371946,11,3,Prostate,DU-145,0.424,0
